"event","time","p","resolution","quarter","bin","realization","grpd_time_event"
2017,2017.999,0,2,5,10,4.35833333333333,121
2018,2015.125,0.000714285714285714,1,1,1,3.89166666666667,78
2018,2015.125,0.00516190476190476,1,1,2,3.89166666666667,78
2018,2015.125,0.0109047619047619,1,1,3,3.89166666666667,78
2018,2015.125,0.0180761904761905,1,1,4,3.89166666666667,78
2018,2015.125,0.0448952380952381,1,1,5,3.89166666666667,78
2018,2015.125,0.089752380952381,1,1,6,3.89166666666667,78
2018,2015.125,0.192409523809524,1,1,7,3.89166666666667,78
2018,2015.125,0.292942857142857,1,1,8,3.89166666666667,78
2018,2015.125,0.2974,1,1,9,3.89166666666667,78
2018,2015.125,0.0477428571428571,1,1,10,3.89166666666667,78
2018,2015.375,0.002674875,1,2,1,3.89166666666667,82
2018,2015.375,0.00578625,1,2,2,3.89166666666667,82
2018,2015.375,0.009614875,1,2,3,3.89166666666667,82
2018,2015.375,0.020818875,1,2,4,3.89166666666667,82
2018,2015.375,0.0412730833333333,1,2,5,3.89166666666667,82
2018,2015.375,0.076474625,1,2,6,3.89166666666667,82
2018,2015.375,0.178874458333333,1,2,7,3.89166666666667,82
2018,2015.375,0.289948041666667,1,2,8,3.89166666666667,82
2018,2015.375,0.262414708333333,1,2,9,3.89166666666667,82
2018,2015.375,0.112120208333333,1,2,10,3.89166666666667,82
2018,2015.625,0.00283846153846154,1,3,1,3.89166666666667,86
2018,2015.625,0.00566946153846154,1,3,2,3.89166666666667,86
2018,2015.625,0.0116493076923077,1,3,3,3.89166666666667,86
2018,2015.625,0.0179923461538462,1,3,4,3.89166666666667,86
2018,2015.625,0.0363815769230769,1,3,5,3.89166666666667,86
2018,2015.625,0.0713379615384615,1,3,6,3.89166666666667,86
2018,2015.625,0.172832807692308,1,3,7,3.89166666666667,86
2018,2015.625,0.303159076923077,1,3,8,3.89166666666667,86
2018,2015.625,0.311962653846154,1,3,9,3.89166666666667,86
2018,2015.625,0.0661763846153846,1,3,10,3.89166666666667,86
2018,2015.875,0.00216,1,4,1,3.89166666666667,90
2018,2015.875,0.003292,1,4,2,3.89166666666667,90
2018,2015.875,0.005488,1,4,3,3.89166666666667,90
2018,2015.875,0.01378,1,4,4,3.89166666666667,90
2018,2015.875,0.02476,1,4,5,3.89166666666667,90
2018,2015.875,0.055252,1,4,6,3.89166666666667,90
2018,2015.875,0.119576,1,4,7,3.89166666666667,90
2018,2015.875,0.295468,1,4,8,3.89166666666667,90
2018,2015.875,0.400852,1,4,9,3.89166666666667,90
2018,2015.875,0.079372,1,4,10,3.89166666666667,90
2018,2016.125,0.00107692307692308,1,1,1,3.89166666666667,94
2018,2016.125,0.00392307692307692,1,1,2,3.89166666666667,94
2018,2016.125,0.00475384615384615,1,1,3,3.89166666666667,94
2018,2016.125,0.0100307692307692,1,1,4,3.89166666666667,94
2018,2016.125,0.0171384615384615,1,1,5,3.89166666666667,94
2018,2016.125,0.0527230769230769,1,1,6,3.89166666666667,94
2018,2016.125,0.112661538461538,1,1,7,3.89166666666667,94
2018,2016.125,0.245569230769231,1,1,8,3.89166666666667,94
2018,2016.125,0.441907692307692,1,1,9,3.89166666666667,94
2018,2016.125,0.110215384615385,1,1,10,3.89166666666667,94
2018,2016.375,0.00212592592592593,1,2,1,3.89166666666667,98
2018,2016.375,0.00278888888888889,1,2,2,3.89166666666667,98
2018,2016.375,0.00395185185185185,1,2,3,3.89166666666667,98
2018,2016.375,0.0101740740740741,1,2,4,3.89166666666667,98
2018,2016.375,0.0191962962962963,1,2,5,3.89166666666667,98
2018,2016.375,0.0413703703703704,1,2,6,3.89166666666667,98
2018,2016.375,0.0932185185185185,1,2,7,3.89166666666667,98
2018,2016.375,0.249444444444444,1,2,8,3.89166666666667,98
2018,2016.375,0.475874074074074,1,2,9,3.89166666666667,98
2018,2016.375,0.101855555555556,1,2,10,3.89166666666667,98
2018,2016.625,0.00179285714285714,1,3,1,3.89166666666667,102
2018,2016.625,0.00342857142857143,1,3,2,3.89166666666667,102
2018,2016.625,0.00457857142857143,1,3,3,3.89166666666667,102
2018,2016.625,0.0104357142857143,1,3,4,3.89166666666667,102
2018,2016.625,0.0190071428571429,1,3,5,3.89166666666667,102
2018,2016.625,0.03355,1,3,6,3.89166666666667,102
2018,2016.625,0.0869,1,3,7,3.89166666666667,102
2018,2016.625,0.275885714285714,1,3,8,3.89166666666667,102
2018,2016.625,0.463164285714286,1,3,9,3.89166666666667,102
2018,2016.625,0.101257142857143,1,3,10,3.89166666666667,102
2018,2016.875,0.000357142857142857,1,4,1,3.89166666666667,106
2018,2016.875,0.000914285714285714,1,4,2,3.89166666666667,106
2018,2016.875,0.00179285714285714,1,4,3,3.89166666666667,106
2018,2016.875,0.00563571428571429,1,4,4,3.89166666666667,106
2018,2016.875,0.0151714285714286,1,4,5,3.89166666666667,106
2018,2016.875,0.04045,1,4,6,3.89166666666667,106
2018,2016.875,0.114371428571429,1,4,7,3.89166666666667,106
2018,2016.875,0.279885714285714,1,4,8,3.89166666666667,106
2018,2016.875,0.4519,1,4,9,3.89166666666667,106
2018,2016.875,0.0895214285714286,1,4,10,3.89166666666667,106
2018,2017.125,0.00085,1,1,1,3.89166666666667,110
2018,2017.125,0.00177941176470588,1,1,2,3.89166666666667,110
2018,2017.125,0.00236764705882353,1,1,3,3.89166666666667,110
2018,2017.125,0.00579411764705882,1,1,4,3.89166666666667,110
2018,2017.125,0.00854411764705882,1,1,5,3.89166666666667,110
2018,2017.125,0.0241176470588235,1,1,6,3.89166666666667,110
2018,2017.125,0.0965529411764706,1,1,7,3.89166666666667,110
2018,2017.125,0.225567647058824,1,1,8,3.89166666666667,110
2018,2017.125,0.535008823529412,1,1,9,3.89166666666667,110
2018,2017.125,0.0994176470588235,1,1,10,3.89166666666667,110
2018,2017.375,0.000344827586206897,1,2,1,3.89166666666667,113
2018,2017.375,0.000386206896551724,1,2,2,3.89166666666667,113
2018,2017.375,0.000441379310344828,1,2,3,3.89166666666667,113
2018,2017.375,0.000496551724137931,1,2,4,3.89166666666667,113
2018,2017.375,0.00350344827586207,1,2,5,3.89166666666667,113
2018,2017.375,0.0243931034482759,1,2,6,3.89166666666667,113
2018,2017.375,0.0527103448275862,1,2,7,3.89166666666667,113
2018,2017.375,0.192910344827586,1,2,8,3.89166666666667,113
2018,2017.375,0.582648275862069,1,2,9,3.89166666666667,113
2018,2017.375,0.142165517241379,1,2,10,3.89166666666667,113
2018,2017.625,0.0003125,1,3,1,3.89166666666667,116
2018,2017.625,0.000625,1,3,2,3.89166666666667,116
2018,2017.625,0.000625,1,3,3,3.89166666666667,116
2018,2017.625,0.0009875,1,3,4,3.89166666666667,116
2018,2017.625,0.004,1,3,5,3.89166666666667,116
2018,2017.625,0.01060625,1,3,6,3.89166666666667,116
2018,2017.625,0.03261875,1,3,7,3.89166666666667,116
2018,2017.625,0.11266875,1,3,8,3.89166666666667,116
2018,2017.625,0.61943125,1,3,9,3.89166666666667,116
2018,2017.625,0.218125,1,3,10,3.89166666666667,116
2018,2017.875,0.00034375,1,4,1,3.89166666666667,119
2018,2017.875,0.00034375,1,4,2,3.89166666666667,119
2018,2017.875,0.00034375,1,4,3,3.89166666666667,119
2018,2017.875,0.00034375,1,4,4,3.89166666666667,119
2018,2017.875,0.00034375,1,4,5,3.89166666666667,119
2018,2017.875,0.00255625,1,4,6,3.89166666666667,119
2018,2017.875,0.01614375,1,4,7,3.89166666666667,119
2018,2017.875,0.0745375,1,4,8,3.89166666666667,119
2018,2017.875,0.57200625,1,4,9,3.89166666666667,119
2018,2017.875,0.3330375,1,4,10,3.89166666666667,119
2018,2018.125,0.000344827586206897,1,1,1,3.89166666666667,122
2018,2018.125,0.000344827586206897,1,1,2,3.89166666666667,122
2018,2018.125,0.000344827586206897,1,1,3,3.89166666666667,122
2018,2018.125,0.000344827586206897,1,1,4,3.89166666666667,122
2018,2018.125,0.000344827586206897,1,1,5,3.89166666666667,122
2018,2018.125,0.00209655172413793,1,1,6,3.89166666666667,122
2018,2018.125,0.00521379310344828,1,1,7,3.89166666666667,122
2018,2018.125,0.0306758620689655,1,1,8,3.89166666666667,122
2018,2018.125,0.456386206896552,1,1,9,3.89166666666667,122
2018,2018.125,0.503903448275862,1,1,10,3.89166666666667,122
2018,2018.375,0,1,2,1,3.89166666666667,124
2018,2018.375,0,1,2,2,3.89166666666667,124
2018,2018.375,0,1,2,3,3.89166666666667,124
2018,2018.375,0,1,2,4,3.89166666666667,124
2018,2018.375,0,1,2,5,3.89166666666667,124
2018,2018.375,0.00107142857142857,1,2,6,3.89166666666667,124
2018,2018.375,0.00178571428571429,1,2,7,3.89166666666667,124
2018,2018.375,0.0218142857142857,1,2,8,3.89166666666667,124
2018,2018.375,0.399314285714286,1,2,9,3.89166666666667,124
2018,2018.375,0.576014285714286,1,2,10,3.89166666666667,124
2018,2018.625,0,1,3,1,3.89166666666667,126
2018,2018.625,0,1,3,2,3.89166666666667,126
2018,2018.625,0,1,3,3,3.89166666666667,126
2018,2018.625,0,1,3,4,3.89166666666667,126
2018,2018.625,0,1,3,5,3.89166666666667,126
2018,2018.625,0.000344827586206897,1,3,6,3.89166666666667,126
2018,2018.625,0.00137931034482759,1,3,7,3.89166666666667,126
2018,2018.625,0.0189655172413793,1,3,8,3.89166666666667,126
2018,2018.625,0.365758620689655,1,3,9,3.89166666666667,126
2018,2018.625,0.613551724137931,1,3,10,3.89166666666667,126
2018,2018.875,0,1,4,1,3.89166666666667,128
2018,2018.875,0,1,4,2,3.89166666666667,128
2018,2018.875,0,1,4,3,3.89166666666667,128
2018,2018.875,0,1,4,4,3.89166666666667,128
2018,2018.875,0,1,4,5,3.89166666666667,128
2018,2018.875,0.000344827586206897,1,4,6,3.89166666666667,128
2018,2018.875,0.000689655172413793,1,4,7,3.89166666666667,128
2018,2018.875,0.0127586206896552,1,4,8,3.89166666666667,128
2018,2018.875,0.155103448275862,1,4,9,3.89166666666667,128
2018,2018.875,0.831103448275862,1,4,10,3.89166666666667,128
2018,2018.999,0,2,5,1,3.89166666666667,130
2018,2018.999,0,2,5,2,3.89166666666667,130
2018,2018.999,0,2,5,3,3.89166666666667,130
2018,2018.999,0,2,5,4,3.89166666666667,130
2018,2018.999,0,2,5,5,3.89166666666667,130
2018,2018.999,0,2,5,6,3.89166666666667,130
2018,2018.999,0,2,5,7,3.89166666666667,130
2018,2018.999,0,2,5,8,3.89166666666667,130
2018,2018.999,0,2,5,9,3.89166666666667,130
2018,2018.999,1,2,5,10,3.89166666666667,130
2019,2016.125,0.0016695652173913,1,1,1,3.675,95
2019,2016.125,0.00518260869565217,1,1,2,3.675,95
2019,2016.125,0.00629565217391304,1,1,3,3.675,95
2019,2016.125,0.0160521739130435,1,1,4,3.675,95
2019,2016.125,0.0280173913043478,1,1,5,3.675,95
2019,2016.125,0.0643826086956522,1,1,6,3.675,95
2019,2016.125,0.133686956521739,1,1,7,3.675,95
2019,2016.125,0.248834782608696,1,1,8,3.675,95
2019,2016.125,0.382226086956522,1,1,9,3.675,95
2019,2016.125,0.113652173913043,1,1,10,3.675,95
2019,2016.375,0.00253846153846154,1,2,1,3.675,99
2019,2016.375,0.00380769230769231,1,2,2,3.675,99
2019,2016.375,0.00493461538461538,1,2,3,3.675,99
2019,2016.375,0.0142846153846154,1,2,4,3.675,99
2019,2016.375,0.0272307692307692,1,2,5,3.675,99
2019,2016.375,0.0467076923076923,1,2,6,3.675,99
2019,2016.375,0.104415384615385,1,2,7,3.675,99
2019,2016.375,0.263584615384615,1,2,8,3.675,99
2019,2016.375,0.421092307692308,1,2,9,3.675,99
2019,2016.375,0.111403846153846,1,2,10,3.675,99
2019,2016.625,0.00243846153846154,1,3,1,3.675,103
2019,2016.625,0.00531538461538462,1,3,2,3.675,103
2019,2016.625,0.00624615384615385,1,3,3,3.675,103
2019,2016.625,0.0119230769230769,1,3,4,3.675,103
2019,2016.625,0.0234538461538462,1,3,5,3.675,103
2019,2016.625,0.0418230769230769,1,3,6,3.675,103
2019,2016.625,0.111192307692308,1,3,7,3.675,103
2019,2016.625,0.302892307692308,1,3,8,3.675,103
2019,2016.625,0.387538461538462,1,3,9,3.675,103
2019,2016.625,0.107176923076923,1,3,10,3.675,103
2019,2016.875,0.00093076923076923,1,4,1,3.675,107
2019,2016.875,0.00166923076923077,1,4,2,3.675,107
2019,2016.875,0.003,1,4,3,3.675,107
2019,2016.875,0.00743846153846154,1,4,4,3.675,107
2019,2016.875,0.0215076923076923,1,4,5,3.675,107
2019,2016.875,0.0562230769230769,1,4,6,3.675,107
2019,2016.875,0.134076923076923,1,4,7,3.675,107
2019,2016.875,0.266538461538462,1,4,8,3.675,107
2019,2016.875,0.395092307692308,1,4,9,3.675,107
2019,2016.875,0.113523076923077,1,4,10,3.675,107
2019,2017.125,0.000958333333333333,1,1,1,3.675,111
2019,2017.125,0.0031625,1,1,2,3.675,111
2019,2017.125,0.0045625,1,1,3,3.675,111
2019,2017.125,0.00857083333333333,1,1,4,3.675,111
2019,2017.125,0.0187041666666667,1,1,5,3.675,111
2019,2017.125,0.0414541666666667,1,1,6,3.675,111
2019,2017.125,0.1135125,1,1,7,3.675,111
2019,2017.125,0.2611125,1,1,8,3.675,111
2019,2017.125,0.432216666666667,1,1,9,3.675,111
2019,2017.125,0.115745833333333,1,1,10,3.675,111
2019,2017.375,8.69565217391304e-05,1,2,1,3.675,114
2019,2017.375,0.000434782608695652,1,2,2,3.675,114
2019,2017.375,0.000747826086956522,1,2,3,3.675,114
2019,2017.375,0.00452173913043478,1,2,4,3.675,114
2019,2017.375,0.0133478260869565,1,2,5,3.675,114
2019,2017.375,0.0418782608695652,1,2,6,3.675,114
