"grpd_time_event","mean_sqDevFromRealization","mean_VarPredicted","mean_error","mean_disagreementEV","mean_time","event","meanEV","mean_disagreementEVMinusPersoni","mean_realization","dataSet"
221,0.20832962962963,0.44767037037037,-0.239340740740741,0.151615089163237,2004.625,2004,2.46185185185185,0.15139080648696,2.7,"PRPGDP"
222,0.691425925925926,0.69687037037037,-0.00544444444444442,0.2533780521262,2004.625,2005,2.43814814814815,0.253003232522463,3.1,"PRPGDP"
223,0.195583035714286,0.374732440476191,-0.179149404761905,0.090074075255102,2004.875,2004,2.37517857142857,0.0899505168528317,2.7,"PRPGDP"
224,1.03364913793103,0.700115229885057,0.333533908045977,0.215871938168847,2004.875,2005,2.19568965517241,0.215596591308937,3.1,"PRPGDP"
225,0.7926046015625,0.696245919270833,0.0963586822916668,0.195775927490234,2005.125,2005,2.327453125,0.195572206441857,3.1,"PRPGDP"
226,0.970979075,0.726789258333333,0.244189816666667,0.236158661388889,2005.125,2006,2.24278333333333,0.235877854419342,3.1,"PRPGDP"
227,0.333164444444445,0.58328,-0.250115555555555,0.171381728395062,2005.375,2005,2.69777777777778,0.171293204775023,3.1,"PRPGDP"
228,0.605747159090909,0.821370265151515,-0.215623106060606,0.23350850981405,2005.375,2006,2.48988636363636,0.233382220733566,3.1,"PRPGDP"
229,0.314265196078431,0.605450490196078,-0.291185294117647,0.0906845636293733,2005.625,2005,2.6271568627451,0.0906482898039216,3.1,"PRPGDP"
230,0.5441295,0.874573833333333,-0.330444333333333,0.15712109,2005.625,2006,2.4779,0.157055650145773,3.1,"PRPGDP"
231,0.319245212765958,0.453205141843972,-0.133959929078014,0.217999388863739,2005.875,2005,2.7818085106383,0.217896364577887,3.1,"PRPGDP"
232,0.431491090425532,0.85581564716312,-0.424324556737589,0.322345207107288,2005.875,2006,2.76962765957447,0.32219287005289,3.1,"PRPGDP"
233,0.320319,0.852754333333333,-0.532435333333333,0.21843036,2006.125,2006,2.7808,0.218339385256143,3.1,"PRPGDP"
234,0.216492708333333,0.992069791666667,-0.775577083333333,0.208504817708333,2006.125,2007,2.610625,0.208410428927116,2.7,"PRPGDP"
235,0.270050125,0.864628208333333,-0.594578083333333,0.2612423025,2006.375,2006,3.00615,0.261133496876301,3.1,"PRPGDP"
236,0.260535714285714,1.06833843537415,-0.807802721088435,0.260390733027905,2006.375,2007,2.71204081632653,0.260277716216695,2.7,"PRPGDP"
237,0.178156814248941,0.773966339178495,-0.595809524929553,0.162017412082938,2006.625,2006,3.22704094680851,0.161940844307852,3.1,"PRPGDP"
238,0.334826431394869,0.990655905546239,-0.655829474151369,0.300913271288932,2006.625,2007,2.88415526086957,0.300764672142616,2.7,"PRPGDP"
239,0.202101630434783,0.574938224637681,-0.372836594202898,0.199677138468809,2006.875,2006,3.05076086956522,0.199578532474503,3.1,"PRPGDP"
240,0.297844565217391,0.884597463768116,-0.586752898550725,0.295877835538753,2006.875,2007,2.74434782608696,0.295731723027375,2.7,"PRPGDP"
